,minvarianceport_airline_noshort,minvarianceport_beer_noshort,minvarianceport_all_noshort,minvarianceport_airline_short,minvarianceport_beer_short,minvarianceport_all_short
0,-0.04061989329857648,-0.03068388370008114,-0.028442618494991023,-0.03730699673569532,-0.01951523683701114,-0.01496259565560814
1,0.024441865095973733,0.004196475143487316,0.003656289660496607,0.03892760817192125,0.00028154563530538926,0.0061566285447910395
2,-0.07342434335417274,-0.027722267076636012,-0.02181853709147006,-0.07776472336496201,-0.02629025662498783,-0.028801153013882426
3,0.02201335509872162,0.037595607780315135,0.03243395941618358,0.014678138645277429,0.026112880863098313,0.00817904605339298
4,-0.02554795845027117,0.014228598445849637,0.016450552329455588,-0.024234835580193424,0.032293904103731674,0.03308019195262933
5,0.0064143791587417546,-0.026821331496575368,-0.029600908330941176,0.006201072468753903,-0.020846108676114035,-0.02619254707103718
6,-0.03197316334585026,-0.02369103910538635,-0.03503397485180683,-0.008350451153728728,-0.015387375839836133,-0.020921497506973388
7,-0.11412581346130563,-0.03272704993059207,-0.03764859543477551,-0.11091401150069846,-0.023320375959772162,-0.02344536982442344
8,-0.0578719590595285,-0.06725898723939444,-0.06150818015611868,-0.056295764740490535,-0.06330506002788747,-0.04420828075660795
9,0.054782071525428945,0.08573289183499186,0.08497296845754485,0.05776836564596989,0.08492611728956755,0.08477128192224012
10,0.0062112453319739126,-0.00862818036995977,-0.006459473426296804,0.023423570325088756,-0.026228731547164093,-0.013769744604809533
11,-0.03507226273301178,0.013697920553398378,0.012452432008113207,-0.041636412738351926,0.019132913604974454,0.014250814446885808
12,0.13147485596778272,0.03939744250740841,0.04946458919821208,0.07446410111520234,0.03323770516511285,0.01770601182032844
13,0.025827023575338486,0.05546374460988698,0.04873747912262452,0.037778633644309834,0.05513621087039157,0.04631163248098475
14,0.01615341443725653,-0.03498445964519217,-0.03496523367145484,0.012866406145000116,-0.045997333345684725,-0.0503174374488068
15,-0.046718211804539826,0.040029289553092234,0.04096424015725055,-0.08186844621890366,0.036197397584460965,0.01059648030303694
16,-0.0735586594149851,-0.029008247070728407,-0.019798188085891625,-0.1009088447746257,-0.028304081094373462,-0.023169368924847084
17,0.05697990611382962,0.04007523950160582,0.04007302114756549,0.056569006137818394,0.023511284440236164,0.012405560473615794
18,-0.039339461854195866,0.0210558215415153,0.015329467187739735,-0.032154864962997326,0.029788363907759016,0.011417468994594325
19,0.004180206313157823,0.027320763911684823,0.022043318616664857,0.009035159147549376,0.017067636216849414,0.015319704478418527
20,0.013646795867720184,0.01403243496992534,0.015866154127169615,0.014004477015000419,0.02084396550258238,0.019952380241436078
21,-0.005711042843889767,0.009298700216379352,0.010245821022209396,-0.02458200228907016,0.01831094875587122,0.0006779793170932203
22,0.08150964315083777,0.011653787504672487,0.022306409303231835,0.08034892488692516,0.003562858069304776,0.01801631031203842
23,0.06779007229135921,-0.01170889369652383,-0.005307128267810109,0.07205454931994405,-0.009737250630578582,-0.0003614712940064582
24,0.084394751707416,0.032520742768132965,0.036560413601727335,0.0865948332487612,0.03243772235896936,0.047421113181818596
25,0.03259984994870228,0.009626511476357945,0.012719694825940264,0.04566663434198728,0.00830293063069703,0.01750444490631853
26,0.11849568920377687,0.031957003977138056,0.04243496919692107,0.11027808601315166,0.036141214881763445,0.054211174737472126
27,0.08459716427887078,-0.01106366779431819,-0.012929910448993678,0.09026539408322538,-0.00711483099479215,-0.0006428401054148576
28,-0.005405555853896277,-0.019644668337102045,-0.015236365488014771,-0.008078180420091789,-0.020070987479638657,-0.015411693435451812
29,0.017521522510858298,-0.027277946055340244,-0.031993518105153156,0.022746770325726914,-0.030889171091438863,-0.029601205674493737
30,0.019745065342214065,0.06341447732567887,0.06679392272965227,0.00790099041531922,0.06764464003119725,0.06366864245727655
31,-0.06922788505826456,0.015402239106155464,0.0060340478739809465,-0.06174162046497776,0.01670163931291329,0.009686763656101076
32,0.13428280643313303,0.020077417084894147,0.03017865892557778,0.1288222459698499,0.012211101343527112,0.02298501941014586
33,0.0601737453282987,0.002394446641417058,0.012487832288922592,0.05882061590504307,0.0004067602431390392,0.012921362990017294
34,0.02195872832791892,0.021350159228585575,0.026746093015582367,0.022545277867020118,0.013781107934947797,0.016681155348059577
35,0.006570923649874482,0.024251924068687918,0.02187261760996754,-0.0017514774421398265,0.02331169429135895,0.012387541887338921
36,-0.017326050694326252,-0.03912135329961483,-0.02700948382991236,-0.04461824056590884,-0.038079121323700775,-0.03619964204425234
37,0.10077680749951683,0.0552561741930858,0.05617774880710605,0.09762281426090648,0.051702602504740194,0.05427200661273078
38,0.00877373733442145,-0.01355993928183132,-0.010553528770466744,0.011993865126734289,-0.007485373468386028,-0.0027556144071236048
39,-0.03995894849443374,-0.0077954651576715005,-0.009297435255237513,-0.03918009397186155,-0.012780051425761238,-0.020593013519177635
40,0.08026145303897884,0.0317939565320498,0.03615860477945842,0.0735999952932663,0.035825236762829865,0.0406429944916063
41,0.04021532307656921,0.009006997453007762,0.001316856511027341,0.03623381698990753,0.005296376086788797,-0.00023045756715159467
42,-0.002373705826086035,-0.02761852523093415,-0.020489490286792447,0.015938721914475,-0.021239030492369936,0.013349531164357394
43,0.03646104787528809,0.009519093413377968,0.014336640010602149,0.044212758862664,0.017108563541337447,0.031784257512440184
44,0.019046691253204635,-0.029266090142571796,-0.023021157481614582,0.03117570767590004,-0.02955819781119699,-0.0053663817282242066
45,0.021460264485986705,-0.01704931870993544,-0.010015710527778485,0.010453649828837546,-0.011858523684781422,-0.00642087834452612
46,0.07220182706250172,0.022448054201119075,0.038941427714743376,0.06739894245141909,0.020282002255357343,0.03407943955705474
47,0.016695992587339115,-0.0347095819692584,-0.03217338380940653,0.008080525662464384,-0.03787233786271542,-0.02644555359372539
48,0.013625820234931687,0.04802081027689354,0.04960281095020039,0.02650792105097687,0.041846603498525994,0.04938747293454276
49,0.0473968124125791,0.0024272888351149747,-0.0003145225560534332,0.05122297510086254,-0.010897113529347524,-0.0067650281955194905
50,0.033243187023008346,0.02605112093508421,0.020624057684183815,0.025707803821374636,0.02173954229440058,0.02243135373475205
51,-0.015694559069774787,0.0038931209572442833,-0.003418787688559281,-0.015027038506145448,-0.0011283942815512955,-0.013635358210237718
52,-0.008405985155608652,0.007538745236292029,-0.0008539959153898101,-0.002315914437394753,0.005210914307824508,-0.003938219784411349
53,-0.02068273121132442,0.001917596120663079,0.0004417509346317035,-0.019344255168375617,0.003209334214938197,0.007068660137620097
54,0.039855875978011004,-0.015384644694348745,-0.009147593250894568,0.044885759513600916,-0.012557362313581403,0.001937769646435099
55,-0.05494091396541632,-0.0275304361463381,-0.023977887875360284,-0.05500745845212173,-0.007586862624018673,0.0054208785378998805
56,-0.020068637756286062,0.007486454185770219,0.003910894064983317,-0.02476940708196359,0.0252416494630055,0.014757055150234436
57,0.11436081617708732,0.0514885659058475,0.06429533163802063,0.10592260970891655,0.04571347025181445,0.05907799622081602
58,-0.006204578493751652,0.0110436609049432,0.006307400508679678,0.0025696833516134065,-0.01119781009851942,-0.014828768777848297
59,0.013240500365671605,-0.020611818775203263,-0.02522493887117063,0.009635651158872969,-0.025850738059690563,-0.03365193747417583
60,-0.11245155782640356,-0.01197388480731286,-0.020421996008179732,-0.11581153409601336,-0.016781905684967114,-0.038417266188495953
61,0.022050047336593444,-0.028482463786353003,-0.014854653026273859,0.028152878975945025,-0.021463977036133557,0.008977566165609335
62,0.06400559707546391,0.030967406419782257,0.032848700445596755,0.06947338854842809,0.025556193062178895,0.02810326663911574
63,-0.026553050445160695,0.0076359806090547785,0.001978947927291393,-0.019425357716233424,0.008050456223834232,-0.002380530939666013
64,0.03653225515389597,0.00469996591653388,0.0012024806426624785,0.04528072264351157,0.0024975035811469525,0.01378401956251912
65,-0.0963642163764303,0.06165535357321474,0.04841434248675956,-0.09051130838631166,0.0571974122537095,0.03835482564800341
66,0.028314352774125133,0.06840008070143738,0.06060680972364899,0.003918914928655506,0.07322566405612568,0.053863554626636126
67,0.017458150187702103,-0.006732427903862716,-0.005767940381734552,0.016819838489673528,-0.0015169956405953634,0.006896525514693142
68,0.03960452010875475,0.018946976514345758,0.019107870658380547,0.04484022743955083,0.017024590653365246,0.022357948825350447
69,0.014312892599760471,-0.03668595677383355,-0.03233664955706446,0.006635606781791145,-0.02712113859946602,-0.027737565369099156
70,0.06619022415841495,-0.03259950654344241,-0.015713025153950046,0.06743989513095279,-0.027667325436929187,0.00901891167933647
71,0.02454640758494219,-0.0027675864980451666,0.006816680957200612,0.029489403352359892,-0.0062035779420080844,0.012438190367264174
72,0.03912955993189465,0.052897364731706496,0.053777330956535196,0.04566804654135557,0.06230423753808448,0.06597926843623317
73,0.03152437507420366,0.02973789865757127,0.032948805721364716,0.03094945645217376,0.03863299003755329,0.036102458843872885
74,-0.013217306727572051,-0.020173782611738755,-0.020832995107291395,-0.008936524252392511,-0.023272519683942137,-0.031628477718606336
75,0.053387557886858845,0.018739351190681333,0.02034075440573829,0.05635531956301002,0.014060120785313879,0.017404398851170403
76,0.08264106127259487,-0.010214480381318006,0.0017632504625217393,0.07398354879736385,-0.012143287818108719,-0.0034912236767738756
77,0.02161761762954277,-0.008390515559839263,-0.004619382470823777,0.015359540032124381,-0.005184220074733481,-0.012109646960970683
78,-0.013039121230147766,0.038639546568611065,0.03109942501522878,-0.023786064152454718,0.03619342964836042,0.01825901130954517
79,-0.020441732181632612,0.02839067194223561,0.021992691143630057,-0.017599306257821225,0.03711986478437848,0.01909569262652424
80,0.009668708905730126,-0.0353394520902188,-0.02472885482713218,0.004042501962899268,-0.04726492731163379,-0.04699992598916059
81,0.05926591574926861,0.028646153758957377,0.023869763017415987,0.060904694418148914,0.024498341622272643,0.010007065992853085
82,0.08166361607699323,-0.011644777597748035,0.00013758081579054622,0.08436967765320344,0.0010148603759624081,0.019571818085263922
83,-0.013361501759695915,0.005184661656473855,0.010808753263803202,-0.01211100470745486,0.026942515714577942,0.02443031923916149
84,0.06722306280523781,-0.00564366315180004,-0.010733168815535063,0.06215979574872842,-0.005471005040942003,-0.0042515403869589595
85,-0.03423692230170884,-0.03819883307823424,-0.03803818339326235,-0.037519787730384266,-0.040311109811291226,-0.039502785408862
86,-0.01724049800517003,-0.005819762335203112,-0.004310207365497101,-0.013399563579751719,-0.011124984175797143,-0.004583798364493269
87,-0.060303568959894464,0.007041288918650669,0.0053490694852947876,-0.04691168835399455,0.031193796939431435,0.03836974198018049
88,-0.0028904901530705795,0.050150611719180616,0.04813384972581813,-0.00439051716988365,0.05359456930879985,0.055762095283272854
89,-0.027105801100963976,-0.03097554546960126,-0.031542335478581075,-0.0132347364785294,-0.04632236737760829,-0.03664895857632064
90,0.03327820678838335,0.02957759283693411,0.04032552672249523,0.04095766172898638,0.027526697692928603,0.03791876557366705
91,0.0029380602917075337,-0.04927806735998502,-0.03989774458877884,0.007048599557468047,-0.041673055769637986,-0.019027946744616428
92,0.0168009595390118,-0.023415682666705705,-0.015421581302775747,0.017248219855410248,-0.016003191185617986,-0.0018241108003557165
93,-0.165608180616626,-0.028790599354045113,-0.04228034940868991,-0.16049285740480948,0.00015483793289453734,-0.011473814773883512
94,0.04436671756574401,0.028891999966272335,0.037168238066044704,0.03917437923118674,0.0282110625864322,0.02332416827321749
95,-0.14426793809989036,-0.021271382852177147,-0.02730734773586931,-0.13814412269359916,-0.004706367467221355,-0.012221275009980078
96,0.11253183198245736,0.07909812829407271,0.08398365412198706,0.11272580972268799,0.06343249556958078,0.06551776872532485
97,0.009443217358791499,0.014836624029325972,0.015755190679181706,0.008761791346313377,0.015004386513333625,0.014104155556804153
98,-0.01770987440847844,0.02587396737130585,0.020997590098222788,-0.011143298065583139,0.01910141300992889,0.018509832405882776
99,0.03270837525223168,0.06621205801915103,0.06145806539024982,0.030005981978189523,0.06834478502552364,0.05959948565465623
100,-0.12524183677452513,-0.010087838447473735,-0.015721527402466157,-0.1166257305340296,-0.008679360838208278,-0.011262776671853188
101,0.050150124973675186,-0.0022437722297603095,0.004740125043893924,0.03894759489504473,-0.008186508845439918,-0.0037623015026771235
102,-0.015593840817275504,-0.01813067043549666,-0.01439964761633918,-0.00818052355766111,-0.057373913567661264,-0.04759019173010236
103,-0.029478885086698763,0.005532571194277705,0.006298653351244061,-0.01935460216434584,0.01851108223939924,0.02200312398811699
104,0.09306110722219389,-0.01400198844710161,-0.01481633737015916,0.09551552578020449,-0.015339127290661489,-0.003554728310460156
105,0.07382512236407304,-0.0344650347730037,-0.02458439592782122,0.06584540363216573,-0.010039358337863461,0.002755406336282785
106,0.05184899260202597,-0.02781131117443103,-0.021373091178931415,0.05924120099026331,-0.025814834932566172,-0.012447622777767488
107,0.0049003945430737125,0.016683159004285426,0.010679997272274484,0.00273306723981065,0.01897046666535135,0.012646680610876612
108,-0.01940468008792708,-0.017062782342488855,-0.021452673843604816,-0.015237978279051113,-0.007172527159243498,6.87756981783839e-06
109,-0.17264140675574868,-0.0962773227728604,-0.10119955833964878,-0.1623227020367573,-0.07085893233769165,-0.06721225895760902
110,-0.22185266720905128,-0.10295105212301651,-0.11442982286390684,-0.21957337009853525,-0.08445858736138738,-0.09373016209867702
111,0.06416702163482363,0.05764018842276089,0.04465082557248326,0.06546755454094856,0.060735162136700355,0.046801272955896527
112,0.09625948906094639,0.05815301574574247,0.05444831669174171,0.10918703455371026,0.05911404205405015,0.0642474886459483
113,0.012356768596370969,-0.0339877195573899,-0.02266386731004868,0.0020764703879762522,-0.0567881424474562,-0.05316203688490483
114,-0.006379077106942668,0.06857512019017509,0.05732630730273444,0.0027652007803152827,0.06510632608251626,0.06522465390013428
115,0.1414202689354813,-0.01589532854045999,-0.0027886010699040872,0.139932028632039,-0.038979316906007234,-0.02369231448129765
116,0.012462594720701032,-0.007032633810004837,-0.001637906813791397,0.018499041836212246,0.0021176874127881305,0.024400497487602615
117,0.001381862353473299,-0.023925149873792313,-0.023077790357738746,0.012951943440326543,-0.015032777065328656,-0.0018742056158449968
118,0.23010279439668319,0.16579965122864546,0.16716239948052533,0.2281127711283929,0.15509158565157177,0.14810624674188191
119,0.06308406479771274,0.025410732019528218,0.022832085038273622,0.05200295195241591,0.018204485473766324,-0.001782264965716489
120,-0.061092468276968584,-0.020043660138566753,-0.024935037103420245,-0.07587330060131643,0.007325624467822031,-0.012487052250929123
121,0.1559969434262933,-0.004198479760241127,0.026497833191473818,0.16303246701103463,-0.007275607184018332,0.044944176700487476
122,0.037163579117118886,0.04166703455955168,0.039839307889946364,0.029201109923142052,0.04307570569378549,0.04502460479020128
123,-0.004631967941518832,0.04417613361464164,0.04511561655717261,0.0039229021182551685,0.03595082591908658,0.038037539102868084
124,0.007770393948827844,0.06044241417521046,0.05463825959819276,-0.0028726271722262367,0.06073256229318791,0.04233696871449137
125,-0.07250914362821323,0.06781176085445972,0.05064816473601938,-0.07022120696354717,0.06798558199894347,0.05378966515038127
126,-0.02062365806323879,0.03535401675479919,0.033685909889271816,-0.02400101546320692,0.04924950616363648,0.04997530674147505
127,0.0019638979075253526,-0.010538837602824948,-0.011195564191878617,0.0036781048628149694,-0.008416255282408244,0.0006950347281445303
128,0.037634881686832045,-0.008852950359090037,-0.004341199484646887,0.03924649757198666,0.005548686512048026,0.0188918851021273
129,-0.04246878144903835,0.009568517575575801,0.006763921571730338,-0.04013407309713393,0.0010051518455014181,0.011794375328109988
130,-0.08897468423149242,-0.03669402699398957,-0.03562536411578675,-0.08810763852054264,-0.019993278662414325,-0.01958498348345119
